province,sex,age,population,mortality_rate,asd_prevalence,asd_prevalence_se,hazard_ratio,se,pop_survival
Saskatchewan,Female,63,7292.0,6.2,,,4.869999999539792,0.236,0.9938
Saskatchewan,Female,64,7292.0,6.2,,,4.869999999539792,0.236,0.9938
Saskatchewan,Female,65,5902.0,10.4,,,4.869999999539792,0.236,0.9896
Saskatchewan,Female,66,5902.0,10.4,,,4.869999999539792,0.236,0.9896
Saskatchewan,Female,67,5902.0,10.4,,,4.869999999539792,0.236,0.9896
Saskatchewan,Female,68,5902.0,10.4,,,4.869999999539792,0.236,0.9896
Saskatchewan,Female,69,5902.0,10.4,,,4.869999999539792,0.236,0.9896
Saskatchewan,Female,70,4536.0,15.8,,,4.869999999539792,0.236,0.9842
Saskatchewan,Female,71,4536.0,15.8,,,4.869999999539792,0.236,0.9842
Saskatchewan,Female,72,4536.0,15.8,,,4.869999999539792,0.236,0.9842
Saskatchewan,Female,73,4536.0,15.8,,,4.869999999539792,0.236,0.9842
Saskatchewan,Female,74,4536.0,15.8,,,4.869999999539792,0.236,0.9842
Saskatchewan,Female,75,3316.0,24.4,,,4.869999999539792,0.236,0.9756
Saskatchewan,Female,76,3316.0,24.4,,,4.869999999539792,0.236,0.9756
Saskatchewan,Female,77,3316.0,24.4,,,4.869999999539792,0.236,0.9756
Saskatchewan,Female,78,3316.0,24.4,,,4.869999999539792,0.236,0.9756
Saskatchewan,Female,79,3316.0,24.4,,,4.869999999539792,0.236,0.9756
Saskatchewan,Female,80,2556.0,44.6,,,4.869999999539792,0.236,0.9554
Saskatchewan,Female,81,2556.0,44.6,,,4.869999999539792,0.236,0.9554
Saskatchewan,Female,82,2556.0,44.6,,,4.869999999539792,0.236,0.9554
Saskatchewan,Female,83,2556.0,44.6,,,4.869999999539792,0.236,0.9554
Saskatchewan,Female,84,2556.0,44.6,,,4.869999999539792,0.236,0.9554
Saskatchewan,Female,85,1971.0,74.6,,,4.869999999539792,0.236,0.9254
Saskatchewan,Female,86,1971.0,74.6,,,4.869999999539792,0.236,0.9254
Saskatchewan,Female,87,1971.0,74.6,,,4.869999999539792,0.236,0.9254
Saskatchewan,Female,88,1971.0,74.6,,,4.869999999539792,0.236,0.9254
Saskatchewan,Female,89,1971.0,74.6,,,4.869999999539792,0.236,0.9254
Alberta,Male,18,26064.0,0.5,0.030391,0.005068,2.090000000048656,0.171,0.9995
Alberta,Male,19,26064.0,0.5,,,2.090000000048656,0.171,0.9995
Alberta,Male,20,28620.0,0.9,,,2.090000000048656,0.171,0.9991
Alberta,Male,21,28620.0,0.9,,,2.090000000048656,0.171,0.9991
Alberta,Male,22,28620.0,0.9,,,2.090000000048656,0.171,0.9991
Alberta,Male,23,28620.0,0.9,,,2.090000000048656,0.171,0.9991
Alberta,Male,24,28620.0,0.9,,,2.090000000048656,0.171,0.9991
Alberta,Male,25,32999.0,1.1,,,2.090000000048656,0.171,0.9989
Alberta,Male,26,32999.0,1.1,,,2.090000000048656,0.171,0.9989
Alberta,Male,27,32999.0,1.1,,,2.090000000048656,0.171,0.9989
Alberta,Male,28,32999.0,1.1,,,2.090000000048656,0.171,0.9989
Alberta,Male,29,32999.0,1.1,,,2.090000000048656,0.171,0.9989
Alberta,Male,30,36133.0,1.2,,,2.090000000048656,0.171,0.9988
Alberta,Male,31,36133.0,1.2,,,2.090000000048656,0.171,0.9988
Alberta,Male,32,36133.0,1.2,,,2.090000000048656,0.171,0.9988
Alberta,Male,33,36133.0,1.2,,,2.090000000048656,0.171,0.9988
Alberta,Male,34,36133.0,1.2,,,2.090000000048656,0.171,0.9988
Alberta,Male,35,35417.0,1.5,,,2.090000000048656,0.171,0.9985
Alberta,Male,36,35417.0,1.5,,,2.090000000048656,0.171,0.9985
Alberta,Male,37,35417.0,1.5,,,2.090000000048656,0.171,0.9985
Alberta,Male,38,35417.0,1.5,,,2.090000000048656,0.171,0.9985
Alberta,Male,39,35417.0,1.5,,,2.090000000048656,0.171,0.9985
Alberta,Male,40,31322.0,1.8,,,2.090000000048656,0.171,0.9982
Alberta,Male,41,31322.0,1.8,,,2.090000000048656,0.171,0.9982
Alberta,Male,42,31322.0,1.8,,,2.090000000048656,0.171,0.9982
Alberta,Male,43,31322.0,1.8,,,2.090000000048656,0.171,0.9982
Alberta,Male,44,31322.0,1.8,,,2.090000000048656,0.171,0.9982
Alberta,Male,45,29115.0,2.5,,,2.090000000048656,0.171,0.9975
Alberta,Male,46,29115.0,2.5,,,2.090000000048656,0.171,0.9975
Alberta,Male,47,29115.0,2.5,,,2.090000000048656,0.171,0.9975
Alberta,Male,48,29115.0,2.5,,,2.090000000048656,0.171,0.9975
Alberta,Male,49,29115.0,2.5,,,2.090000000048656,0.171,0.9975
Alberta,Male,50,27185.0,3.6,,,2.090000000048656,0.171,0.9964
Alberta,Male,51,27185.0,3.6,,,2.090000000048656,0.171,0.9964
Alberta,Male,52,27185.0,3.6,,,2.090000000048656,0.171,0.9964
Alberta,Male,53,27185.0,3.6,,,2.090000000048656,0.171,0.9964
Alberta,Male,54,27185.0,3.6,,,2.090000000048656,0.171,0.9964
Alberta,Male,55,28678.0,5.7,,,2.090000000048656,0.171,0.9943
Alberta,Male,56,28678.0,5.7,,,2.090000000048656,0.171,0.9943
Alberta,Male,57,28678.0,5.7,,,2.090000000048656,0.171,0.9943
Alberta,Male,58,28678.0,5.7,,,2.090000000048656,0.171,0.9943
Alberta,Male,59,28678.0,5.7,,,2.090000000048656,0.171,0.9943
Alberta,Male,60,25866.0,9.1,,,2.090000000048656,0.171,0.9909
Alberta,Male,61,25866.0,9.1,,,2.090000000048656,0.171,0.9909
Alberta,Male,62,25866.0,9.1,,,2.090000000048656,0.171,0.9909
Alberta,Male,63,25866.0,9.1,,,2.090000000048656,0.171,0.9909
Alberta,Male,64,25866.0,9.1,,,2.090000000048656,0.171,0.9909
Alberta,Male,65,19588.0,12.9,,,2.090000000048656,0.171,0.9871
Alberta,Male,66,19588.0,12.9,,,2.090000000048656,0.171,0.9871
Alberta,Male,67,19588.0,12.9,,,2.090000000048656,0.171,0.9871
Alberta,Male,68,19588.0,12.9,,,2.090000000048656,0.171,0.9871
Alberta,Male,69,19588.0,12.9,,,2.090000000048656,0.171,0.9871
Alberta,Male,70,14214.0,19.8,,,2.090000000048656,0.171,0.9802
Alberta,Male,71,14214.0,19.8,,,2.090000000048656,0.171,0.9802
Alberta,Male,72,14214.0,19.8,,,2.090000000048656,0.171,0.9802
Alberta,Male,73,14214.0,19.8,,,2.090000000048656,0.171,0.9802
Alberta,Male,74,14214.0,19.8,,,2.090000000048656,0.171,0.9802
Alberta,Male,75,9203.0,34.4,,,2.090000000048656,0.171,0.9656
Alberta,Male,76,9203.0,34.4,,,2.090000000048656,0.171,0.9656
Alberta,Male,77,9203.0,34.4,,,2.090000000048656,0.171,0.9656
Alberta,Male,78,9203.0,34.4,,,2.090000000048656,0.171,0.9656
Alberta,Male,79,9203.0,34.4,,,2.090000000048656,0.171,0.9656
Alberta,Male,80,5869.0,58.7,,,2.090000000048656,0.171,0.9413
Alberta,Male,81,5869.0,58.7,,,2.090000000048656,0.171,0.9413
Alberta,Male,82,5869.0,58.7,,,2.090000000048656,0.171,0.9413
Alberta,Male,83,5869.0,58.7,,,2.090000000048656,0.171,0.9413
Alberta,Male,84,5869.0,58.7,,,2.090000000048656,0.171,0.9413
Alberta,Male,85,3566.0,105.6,,,2.090000000048656,0.171,0.8944
Alberta,Male,86,3566.0,105.6,,,2.090000000048656,0.171,0.8944
Alberta,Male,87,3566.0,105.6,,,2.090000000048656,0.171,0.8944
Alberta,Male,88,3566.0,105.6,,,2.090000000048656,0.171,0.8944
Alberta,Male,89,3566.0,105.6,,,2.090000000048656,0.171,0.8944
Alberta,Female,18,24840.0,0.2,0.009583,0.003102,4.869999999539792,0.236,0.9998
Alberta,Female,19,24840.0,0.2,,,4.869999999539792,0.236,0.9998
Alberta,Female,20,26493.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,21,26493.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,22,26493.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,23,26493.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,24,26493.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,25,31139.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,26,31139.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,27,31139.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,28,31139.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,29,31139.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,30,34895.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,31,34895.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,32,34895.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,33,34895.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,34,34895.0,0.5,,,4.869999999539792,0.236,0.9995
Alberta,Female,35,34873.0,0.7,,,4.869999999539792,0.236,0.9993
Alberta,Female,36,34873.0,0.7,,,4.869999999539792,0.236,0.9993
Alberta,Female,37,34873.0,0.7,,,4.869999999539792,0.236,0.9993
Alberta,Female,38,34873.0,0.7,,,4.869999999539792,0.236,0.9993
Alberta,Female,39,34873.0,0.7,,,4.869999999539792,0.236,0.9993
Alberta,Female,40,30777.0,1.0,,,4.869999999539792,0.236,0.999
Alberta,Female,41,30777.0,1.0,,,4.869999999539792,0.236,0.999
Alberta,Female,42,30777.0,1.0,,,4.869999999539792,0.236,0.999
Alberta,Female,43,30777.0,1.0,,,4.869999999539792,0.236,0.999
Alberta,Female,44,30777.0,1.0,,,4.869999999539792,0.236,0.999
Alberta,Female,45,27865.0,1.6,,,4.869999999539792,0.236,0.9984
Alberta,Female,46,27865.0,1.6,,,4.869999999539792,0.236,0.9984
Alberta,Female,47,27865.0,1.6,,,4.869999999539792,0.236,0.9984
Alberta,Female,48,27865.0,1.6,,,4.869999999539792,0.236,0.9984
Alberta,Female,49,27865.0,1.6,,,4.869999999539792,0.236,0.9984
Alberta,Female,50,26372.0,2.4,,,4.869999999539792,0.236,0.9976
Alberta,Female,51,26372.0,2.4,,,4.869999999539792,0.236,0.9976
Alberta,Female,52,26372.0,2.4,,,4.869999999539792,0.236,0.9976
Alberta,Female,53,26372.0,2.4,,,4.869999999539792,0.236,0.9976
Alberta,Female,54,26372.0,2.4,,,4.869999999539792,0.236,0.9976
Alberta,Female,55,28542.0,3.7,,,4.869999999539792,0.236,0.9963
Alberta,Female,56,28542.0,3.7,,,4.869999999539792,0.236,0.9963
Alberta,Female,57,28542.0,3.7,,,4.869999999539792,0.236,0.9963
Alberta,Female,58,28542.0,3.7,,,4.869999999539792,0.236,0.9963
Alberta,Female,59,28542.0,3.7,,,4.869999999539792,0.236,0.9963
Alberta,Female,60,25737.0,5.5,,,4.869999999539792,0.236,0.9945
Alberta,Female,61,25737.0,5.5,,,4.869999999539792,0.236,0.9945
Alberta,Female,62,25737.0,5.5,,,4.869999999539792,0.236,0.9945
Alberta,Female,63,25737.0,5.5,,,4.869999999539792,0.236,0.9945
Alberta,Female,64,25737.0,5.5,,,4.869999999539792,0.236,0.9945
Alberta,Female,65,20136.0,8.5,,,4.869999999539792,0.236,0.9915
Alberta,Female,66,20136.0,8.5,,,4.869999999539792,0.236,0.9915
Alberta,Female,67,20136.0,8.5,,,4.869999999539792,0.236,0.9915
Alberta,Female,68,20136.0,8.5,,,4.869999999539792,0.236,0.9915
Alberta,Female,69,20136.0,8.5,,,4.869999999539792,0.236,0.9915
Alberta,Female,70,15375.0,14.3,,,4.869999999539792,0.236,0.9857
Alberta,Female,71,15375.0,14.3,,,4.869999999539792,0.236,0.9857
Alberta,Female,72,15375.0,14.3,,,4.869999999539792,0.236,0.9857
Alberta,Female,73,15375.0,14.3,,,4.869999999539792,0.236,0.9857
Alberta,Female,74,15375.0,14.3,,,4.869999999539792,0.236,0.9857
Alberta,Female,75,10419.0,24.2,,,4.869999999539792,0.236,0.9758
Alberta,Female,76,10419.0,24.2,,,4.869999999539792,0.236,0.9758
Alberta,Female,77,10419.0,24.2,,,4.869999999539792,0.236,0.9758
Alberta,Female,78,10419.0,24.2,,,4.869999999539792,0.236,0.9758
Alberta,Female,79,10419.0,24.2,,,4.869999999539792,0.236,0.9758
Alberta,Female,80,7408.0,41.1,,,4.869999999539792,0.236,0.9589
Alberta,Female,81,7408.0,41.1,,,4.869999999539792,0.236,0.9589
Alberta,Female,82,7408.0,41.1,,,4.869999999539792,0.236,0.9589
Alberta,Female,83,7408.0,41.1,,,4.869999999539792,0.236,0.9589
Alberta,Female,84,7408.0,41.1,,,4.869999999539792,0.236,0.9589
Alberta,Female,85,5109.0,72.8,,,4.869999999539792,0.236,0.9272
Alberta,Female,86,5109.0,72.8,,,4.869999999539792,0.236,0.9272
Alberta,Female,87,5109.0,72.8,,,4.869999999539792,0.236,0.9272
Alberta,Female,88,5109.0,72.8,,,4.869999999539792,0.236,0.9272
Alberta,Female,89,5109.0,72.8,,,4.869999999539792,0.236,0.9272
British Columbia,Male,18,28414.0,0.4,0.035017,0.005693,2.090000000048656,0.171,0.9996
British Columbia,Male,19,28414.0,0.4,,,2.090000000048656,0.171,0.9996
British Columbia,Male,20,35744.0,0.9,,,2.090000000048656,0.171,0.9991
British Columbia,Male,21,35744.0,0.9,,,2.090000000048656,0.171,0.9991
British Columbia,Male,22,35744.0,0.9,,,2.090000000048656,0.171,0.9991
British Columbia,Male,23,35744.0,0.9,,,2.090000000048656,0.171,0.9991
British Columbia,Male,24,35744.0,0.9,,,2.090000000048656,0.171,0.9991
British Columbia,Male,25,37066.0,1.1,,,2.090000000048656,0.171,0.9989
British Columbia,Male,26,37066.0,1.1,,,2.090000000048656,0.171,0.9989
British Columbia,Male,27,37066.0,1.1,,,2.090000000048656,0.171,0.9989
British Columbia,Male,28,37066.0,1.1,,,2.090000000048656,0.171,0.9989
British Columbia,Male,29,37066.0,1.1,,,2.090000000048656,0.171,0.9989
British Columbia,Male,30,37336.0,1.4,,,2.090000000048656,0.171,0.9986
British Columbia,Male,31,37336.0,1.4,,,2.090000000048656,0.171,0.9986
British Columbia,Male,32,37336.0,1.4,,,2.090000000048656,0.171,0.9986
British Columbia,Male,33,37336.0,1.4,,,2.090000000048656,0.171,0.9986
British Columbia,Male,34,37336.0,1.4,,,2.090000000048656,0.171,0.9986
British Columbia,Male,35,35176.0,1.5,,,2.090000000048656,0.171,0.9985
British Columbia,Male,36,35176.0,1.5,,,2.090000000048656,0.171,0.9985
British Columbia,Male,37,35176.0,1.5,,,2.090000000048656,0.171,0.9985
British Columbia,Male,38,35176.0,1.5,,,2.090000000048656,0.171,0.9985
British Columbia,Male,39,35176.0,1.5,,,2.090000000048656,0.171,0.9985
British Columbia,Male,40,31022.0,1.7,,,2.090000000048656,0.171,0.9983
British Columbia,Male,41,31022.0,1.7,,,2.090000000048656,0.171,0.9983
British Columbia,Male,42,31022.0,1.7,,,2.090000000048656,0.171,0.9983
British Columbia,Male,43,31022.0,1.7,,,2.090000000048656,0.171,0.9983
British Columbia,Male,44,31022.0,1.7,,,2.090000000048656,0.171,0.9983
British Columbia,Male,45,32235.0,2.5,,,2.090000000048656,0.171,0.9975
British Columbia,Male,46,32235.0,2.5,,,2.090000000048656,0.171,0.9975
British Columbia,Male,47,32235.0,2.5,,,2.090000000048656,0.171,0.9975
British Columbia,Male,48,32235.0,2.5,,,2.090000000048656,0.171,0.9975
British Columbia,Male,49,32235.0,2.5,,,2.090000000048656,0.171,0.9975
British Columbia,Male,50,33755.0,3.7,,,2.090000000048656,0.171,0.9963
British Columbia,Male,51,33755.0,3.7,,,2.090000000048656,0.171,0.9963
British Columbia,Male,52,33755.0,3.7,,,2.090000000048656,0.171,0.9963
British Columbia,Male,53,33755.0,3.7,,,2.090000000048656,0.171,0.9963
British Columbia,Male,54,33755.0,3.7,,,2.090000000048656,0.171,0.9963
British Columbia,Male,55,37021.0,5.4,,,2.090000000048656,0.171,0.9946
British Columbia,Male,56,37021.0,5.4,,,2.090000000048656,0.171,0.9946
British Columbia,Male,57,37021.0,5.4,,,2.090000000048656,0.171,0.9946
British Columbia,Male,58,37021.0,5.4,,,2.090000000048656,0.171,0.9946
British Columbia,Male,59,37021.0,5.4,,,2.090000000048656,0.171,0.9946
British Columbia,Male,60,34366.0,8.0,,,2.090000000048656,0.171,0.992
British Columbia,Male,61,34366.0,8.0,,,2.090000000048656,0.171,0.992
British Columbia,Male,62,34366.0,8.0,,,2.090000000048656,0.171,0.992
British Columbia,Male,63,34366.0,8.0,,,2.090000000048656,0.171,0.992
British Columbia,Male,64,34366.0,8.0,,,2.090000000048656,0.171,0.992
British Columbia,Male,65,29462.0,12.7,,,2.090000000048656,0.171,0.9873
British Columbia,Male,66,29462.0,12.7,,,2.090000000048656,0.171,0.9873
British Columbia,Male,67,29462.0,12.7,,,2.090000000048656,0.171,0.9873
British Columbia,Male,68,29462.0,12.7,,,2.090000000048656,0.171,0.9873
British Columbia,Male,69,29462.0,12.7,,,2.090000000048656,0.171,0.9873
British Columbia,Male,70,23866.0,18.8,,,2.090000000048656,0.171,0.9812
British Columbia,Male,71,23866.0,18.8,,,2.090000000048656,0.171,0.9812
British Columbia,Male,72,23866.0,18.8,,,2.090000000048656,0.171,0.9812
British Columbia,Male,73,23866.0,18.8,,,2.090000000048656,0.171,0.9812
British Columbia,Male,74,23866.0,18.8,,,2.090000000048656,0.171,0.9812
British Columbia,Male,75,15907.0,31.0,,,2.090000000048656,0.171,0.969
British Columbia,Male,76,15907.0,31.0,,,2.090000000048656,0.171,0.969
British Columbia,Male,77,15907.0,31.0,,,2.090000000048656,0.171,0.969
British Columbia,Male,78,15907.0,31.0,,,2.090000000048656,0.171,0.969
British Columbia,Male,79,15907.0,31.0,,,2.090000000048656,0.171,0.969
British Columbia,Male,80,10224.0,54.2,,,2.090000000048656,0.171,0.9458
British Columbia,Male,81,10224.0,54.2,,,2.090000000048656,0.171,0.9458
British Columbia,Male,82,10224.0,54.2,,,2.090000000048656,0.171,0.9458
British Columbia,Male,83,10224.0,54.2,,,2.090000000048656,0.171,0.9458
British Columbia,Male,84,10224.0,54.2,,,2.090000000048656,0.171,0.9458
British Columbia,Male,85,6209.0,101.6,,,2.090000000048656,0.171,0.8984
British Columbia,Male,86,6209.0,101.6,,,2.090000000048656,0.171,0.8984
British Columbia,Male,87,6209.0,101.6,,,2.090000000048656,0.171,0.8984
British Columbia,Male,88,6209.0,101.6,,,2.090000000048656,0.171,0.8984
British Columbia,Male,89,6209.0,101.6,,,2.090000000048656,0.171,0.8984
British Columbia,Female,18,27138.0,0.3,0.008138,0.002392,4.869999999539792,0.236,0.9997
British Columbia,Female,19,27138.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,20,32537.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,21,32537.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,22,32537.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,23,32537.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,24,32537.0,0.3,,,4.869999999539792,0.236,0.9997
British Columbia,Female,25,35057.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,26,35057.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,27,35057.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,28,35057.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,29,35057.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,30,36390.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,31,36390.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,32,36390.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,33,36390.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,34,36390.0,0.5,,,4.869999999539792,0.236,0.9995
British Columbia,Female,35,35366.0,0.8,,,4.869999999539792,0.236,0.9992
British Columbia,Female,36,35366.0,0.8,,,4.869999999539792,0.236,0.9992
British Columbia,Female,37,35366.0,0.8,,,4.869999999539792,0.236,0.9992
British Columbia,Female,38,35366.0,0.8,,,4.869999999539792,0.236,0.9992
British Columbia,Female,39,35366.0,0.8,,,4.869999999539792,0.236,0.9992
British Columbia,Female,40,32226.0,0.9,,,4.869999999539792,0.236,0.9991
British Columbia,Female,41,32226.0,0.9,,,4.869999999539792,0.236,0.9991
British Columbia,Female,42,32226.0,0.9,,,4.869999999539792,0.236,0.9991
British Columbia,Female,43,32226.0,0.9,,,4.869999999539792,0.236,0.9991
British Columbia,Female,44,32226.0,0.9,,,4.869999999539792,0.236,0.9991
British Columbia,Female,45,34119.0,1.6,,,4.869999999539792,0.236,0.9984
British Columbia,Female,46,34119.0,1.6,,,4.869999999539792,0.236,0.9984
British Columbia,Female,47,34119.0,1.6,,,4.869999999539792,0.236,0.9984
British Columbia,Female,48,34119.0,1.6,,,4.869999999539792,0.236,0.9984
British Columbia,Female,49,34119.0,1.6,,,4.869999999539792,0.236,0.9984
British Columbia,Female,50,35599.0,2.0,,,4.869999999539792,0.236,0.998
British Columbia,Female,51,35599.0,2.0,,,4.869999999539792,0.236,0.998
British Columbia,Female,52,35599.0,2.0,,,4.869999999539792,0.236,0.998
British Columbia,Female,53,35599.0,2.0,,,4.869999999539792,0.236,0.998
British Columbia,Female,54,35599.0,2.0,,,4.869999999539792,0.236,0.998
British Columbia,Female,55,38765.0,3.2,,,4.869999999539792,0.236,0.9968
British Columbia,Female,56,38765.0,3.2,,,4.869999999539792,0.236,0.9968
British Columbia,Female,57,38765.0,3.2,,,4.869999999539792,0.236,0.9968
British Columbia,Female,58,38765.0,3.2,,,4.869999999539792,0.236,0.9968
British Columbia,Female,59,38765.0,3.2,,,4.869999999539792,0.236,0.9968
British Columbia,Female,60,36617.0,4.9,,,4.869999999539792,0.236,0.9951
British Columbia,Female,61,36617.0,4.9,,,4.869999999539792,0.236,0.9951
British Columbia,Female,62,36617.0,4.9,,,4.869999999539792,0.236,0.9951
British Columbia,Female,63,36617.0,4.9,,,4.869999999539792,0.236,0.9951
British Columbia,Female,64,36617.0,4.9,,,4.869999999539792,0.236,0.9951
British Columbia,Female,65,31719.0,7.2,,,4.869999999539792,0.236,0.9928
British Columbia,Female,66,31719.0,7.2,,,4.869999999539792,0.236,0.9928
British Columbia,Female,67,31719.0,7.2,,,4.869999999539792,0.236,0.9928
British Columbia,Female,68,31719.0,7.2,,,4.869999999539792,0.236,0.9928
British Columbia,Female,69,31719.0,7.2,,,4.869999999539792,0.236,0.9928
British Columbia,Female,70,25635.0,11.8,,,4.869999999539792,0.236,0.9882
British Columbia,Female,71,25635.0,11.8,,,4.869999999539792,0.236,0.9882
British Columbia,Female,72,25635.0,11.8,,,4.869999999539792,0.236,0.9882
British Columbia,Female,73,25635.0,11.8,,,4.869999999539792,0.236,0.9882
British Columbia,Female,74,25635.0,11.8,,,4.869999999539792,0.236,0.9882
British Columbia,Female,75,17394.0,22.1,,,4.869999999539792,0.236,0.9779
British Columbia,Female,76,17394.0,22.1,,,4.869999999539792,0.236,0.9779
British Columbia,Female,77,17394.0,22.1,,,4.869999999539792,0.236,0.9779
British Columbia,Female,78,17394.0,22.1,,,4.869999999539792,0.236,0.9779
British Columbia,Female,79,17394.0,22.1,,,4.869999999539792,0.236,0.9779
British Columbia,Female,80,12006.0,38.5,,,4.869999999539792,0.236,0.9615
British Columbia,Female,81,12006.0,38.5,,,4.869999999539792,0.236,0.9615
British Columbia,Female,82,12006.0,38.5,,,4.869999999539792,0.236,0.9615
British Columbia,Female,83,12006.0,38.5,,,4.869999999539792,0.236,0.9615
British Columbia,Female,84,12006.0,38.5,,,4.869999999539792,0.236,0.9615
British Columbia,Female,85,8198.0,74.8,,,4.869999999539792,0.236,0.9252
British Columbia,Female,86,8198.0,74.8,,,4.869999999539792,0.236,0.9252
British Columbia,Female,87,8198.0,74.8,,,4.869999999539792,0.236,0.9252
British Columbia,Female,88,8198.0,74.8,,,4.869999999539792,0.236,0.9252
British Columbia,Female,89,8198.0,74.8,,,4.869999999539792,0.236,0.9252
Yukon,Male,18,217.0,0.9,0.03125,0.015625,2.090000000048656,0.171,0.9991
Yukon,Male,19,217.0,0.9,,,2.090000000048656,0.171,0.9991
Yukon,Male,20,251.0,1.7,,,2.090000000048656,0.171,0.9983
Yukon,Male,21,251.0,1.7,,,2.090000000048656,0.171,0.9983
Yukon,Male,22,251.0,1.7,,,2.090000000048656,0.171,0.9983
Yukon,Male,23,251.0,1.7,,,2.090000000048656,0.171,0.9983
Yukon,Male,24,251.0,1.7,,,2.090000000048656,0.171,0.9983
Yukon,Male,25,316.0,3.4,,,2.090000000048656,0.171,0.9966
Yukon,Male,26,316.0,3.4,,,2.090000000048656,0.171,0.9966
Yukon,Male,27,316.0,3.4,,,2.090000000048656,0.171,0.9966
Yukon,Male,28,316.0,3.4,,,2.090000000048656,0.171,0.9966
Yukon,Male,29,316.0,3.4,,,2.090000000048656,0.171,0.9966
Yukon,Male,30,338.0,1.9,,,2.090000000048656,0.171,0.9981
Yukon,Male,31,338.0,1.9,,,2.090000000048656,0.171,0.9981
Yukon,Male,32,338.0,1.9,,,2.090000000048656,0.171,0.9981
Yukon,Male,33,338.0,1.9,,,2.090000000048656,0.171,0.9981
Yukon,Male,34,338.0,1.9,,,2.090000000048656,0.171,0.9981
Yukon,Male,35,342.0,1.5,,,2.090000000048656,0.171,0.9985
Yukon,Male,36,342.0,1.5,,,2.090000000048656,0.171,0.9985
Yukon,Male,37,342.0,1.5,,,2.090000000048656,0.171,0.9985
Yukon,Male,38,342.0,1.5,,,2.090000000048656,0.171,0.9985
Yukon,Male,39,342.0,1.5,,,2.090000000048656,0.171,0.9985
Yukon,Male,40,279.0,3.1,,,2.090000000048656,0.171,0.9969
Yukon,Male,41,279.0,3.1,,,2.090000000048656,0.171,0.9969
Yukon,Male,42,279.0,3.1,,,2.090000000048656,0.171,0.9969
Yukon,Male,43,279.0,3.1,,,2.090000000048656,0.171,0.9969
Yukon,Male,44,279.0,3.1,,,2.090000000048656,0.171,0.9969
Yukon,Male,45,280.0,5.0,,,2.090000000048656,0.171,0.995
Yukon,Male,46,280.0,5.0,,,2.090000000048656,0.171,0.995
Yukon,Male,47,280.0,5.0,,,2.090000000048656,0.171,0.995
Yukon,Male,48,280.0,5.0,,,2.090000000048656,0.171,0.995
Yukon,Male,49,280.0,5.0,,,2.090000000048656,0.171,0.995
Yukon,Male,50,284.0,5.7,,,2.090000000048656,0.171,0.9943
Yukon,Male,51,284.0,5.7,,,2.090000000048656,0.171,0.9943
Yukon,Male,52,284.0,5.7,,,2.090000000048656,0.171,0.9943
Yukon,Male,53,284.0,5.7,,,2.090000000048656,0.171,0.9943
Yukon,Male,54,284.0,5.7,,,2.090000000048656,0.171,0.9943
Yukon,Male,55,323.0,6.0,,,2.090000000048656,0.171,0.994
Yukon,Male,56,323.0,6.0,,,2.090000000048656,0.171,0.994
Yukon,Male,57,323.0,6.0,,,2.090000000048656,0.171,0.994
Yukon,Male,58,323.0,6.0,,,2.090000000048656,0.171,0.994
Yukon,Male,59,323.0,6.0,,,2.090000000048656,0.171,0.994
Yukon,Male,60,312.0,10.8,,,2.090000000048656,0.171,0.9892
Yukon,Male,61,312.0,10.8,,,2.090000000048656,0.171,0.9892
Yukon,Male,62,312.0,10.8,,,2.090000000048656,0.171,0.9892
Yukon,Male,63,312.0,10.8,,,2.090000000048656,0.171,0.9892
Yukon,Male,64,312.0,10.8,,,2.090000000048656,0.171,0.9892
